id,position,is_classified,status,detail,points,is_eligible_for_points,grid,time,fastest_lap_rank,laps_completed,round_entry_id,session_id
40161,5,t,1,+1 Lap,10,t,4,,16,65,24725,4033
40162,4,,,,,t,,,,,24725,4034
40163,4,,,,,t,,,,,24725,4035
40164,4,,,,,t,,,,,24725,4036
40165,6,t,1,+1 Lap,8,t,7,,5,65,24726,4033
40166,7,,,,,t,,,,,24726,4034
40167,7,,,,,t,,,,,24726,4035
40168,7,,,,,t,,,,,24726,4036
40169,7,t,1,+1 Lap,6,t,11,,18,65,24727,4033
40170,11,,,,,t,,,,,24727,4034
40171,11,,,,,t,,,,,24727,4035
40172,8,t,1,+1 Lap,4,t,6,,11,65,24728,4033
40173,6,,,,,t,,,,,24728,4034
40174,6,,,,,t,,,,,24728,4035
40175,6,,,,,t,,,,,24728,4036
40176,9,t,1,+1 Lap,2,t,10,,17,65,24729,4033
40177,10,,,,,t,,,,,24729,4034
40178,10,,,,,t,,,,,24729,4035
40179,10,,,,,t,,,,,24729,4036
40180,10,t,1,+1 Lap,1,t,8,,13,65,24730,4033
40181,8,,,,,t,,,,,24730,4034
40182,8,,,,,t,,,,,24730,4035
40183,8,,,,,t,,,,,24730,4036
40184,11,t,1,+1 Lap,0,t,13,,14,65,24731,4033
40185,13,,,,,t,,,,,24731,4034
40186,13,,,,,t,,,,,24731,4035
40187,12,t,1,+1 Lap,0,t,12,,12,65,24732,4033
40188,12,,,,,t,,,,,24732,4034
40189,12,,,,,t,,,,,24732,4035
40190,13,t,1,+1 Lap,0,t,15,,10,65,24733,4033
40191,15,,,,,t,,,,,24733,4034
40192,15,,,,,t,,,,,24733,4035
40193,14,t,1,+1 Lap,0,t,14,,7,65,24734,4033
40194,14,,,,,t,,,,,24734,4034
40195,14,,,,,t,,,,,24734,4035
40196,15,t,1,+1 Lap,0,t,16,,19,65,24735,4033
40197,16,,,,,t,,,,,24735,4034
40198,16,t,1,+1 Lap,0,t,20,,6,65,24736,4033
40199,20,,,,,t,,,,,24736,4034
40200,17,t,1,+1 Lap,0,t,18,,15,65,24737,4033
40201,18,,,,,t,,,,,24737,4034
40202,18,t,1,+2 Laps,0,t,19,,9,64,24738,4033
40203,19,,,,,t,,,,,24738,4034
40204,19,t,1,+2 Laps,0,t,17,,3,64,24739,4033
40205,17,,,,,t,,,,,24739,4034
40206,20,f,11,Electronics,0,t,9,,20,38,24740,4033
40207,9,,,,,t,,,,,24740,4034
40208,9,,,,,t,,,,,24740,4035
40209,9,,,,,t,,,,,24740,4036
40210,1,t,0,Finished,25,t,1,01:24:08.761,2,44,24741,4040
40211,1,,,,,t,,,,,24741,4041
40212,1,,,,,t,,,,,24741,4042
40213,1,,,,,t,,,,,24741,4043
40214,2,t,0,Finished,18,t,2,01:24:17.209,5,44,24742,4040
40215,2,,,,,t,,,,,24742,4041
40216,2,,,,,t,,,,,24742,4042
40217,2,,,,,t,,,,,24742,4043
40218,3,t,0,Finished,15,t,3,01:24:24.216,8,44,24743,4040
40219,3,,,,,t,,,,,24743,4041
40220,3,,,,,t,,,,,24743,4042
40221,3,,,,,t,,,,,24743,4043
40222,4,t,0,Finished,13,t,4,01:24:27.638,1,44,24744,4040
40223,4,,,,,t,,,,,24744,4041
40224,4,,,,,t,,,,,24744,4042
40225,4,,,,,t,,,,,24744,4043
40226,5,t,0,Finished,10,t,6,01:24:49.411,10,44,24745,4040
40227,6,,,,,t,,,,,24745,4041
40228,6,,,,,t,,,,,24745,4042
40229,6,,,,,t,,,,,24745,4043
40230,6,t,0,Finished,8,t,5,01:24:51.473,12,44,24746,4040
40231,5,,,,,t,,,,,24746,4041
40232,5,,,,,t,,,,,24746,4042
40233,5,,,,,t,,,,,24746,4043
40234,7,t,0,Finished,6,t,10,01:24:52.535,11,44,24747,4040
40235,10,,,,,t,,,,,24747,4041
40236,10,,,,,t,,,,,24747,4042
40237,10,,,,,t,,,,,24747,4043
40238,8,t,0,Finished,4,t,12,01:24:56.132,3,44,24748,4040
40239,12,,,,,t,,,,,24748,4041
40240,12,,,,,t,,,,,24748,4042
40241,9,t,0,Finished,2,t,9,01:25:01.364,13,44,24749,4040
40242,9,,,,,t,,,,,24749,4041
40243,9,,,,,t,,,,,24749,4042
40244,9,,,,,t,,,,,24749,4043
40245,10,t,0,Finished,1,t,8,01:25:01.94,9,44,24750,4040
40246,8,,,,,t,,,,,24750,4041
40247,8,,,,,t,,,,,24750,4042
40248,8,,,,,t,,,,,24750,4043
40249,11,t,0,Finished,0,t,11,01:25:18.961,15,44,24751,4040
40250,11,,,,,t,,,,,24751,4041
40251,11,,,,,t,,,,,24751,4042
40252,12,t,0,Finished,0,t,16,01:25:20.265,14,44,24752,4040
40253,16,,,,,t,,,,,24752,4041
40254,13,t,0,Finished,0,t,14,01:25:21.655,16,44,24753,4040
40255,14,,,,,t,,,,,24753,4041
40256,14,,,,,t,,,,,24753,4042
40257,14,t,0,Finished,0,t,13,01:25:23.681,4,44,24754,4040
40258,13,,,,,t,,,,,24754,4041
40259,13,,,,,t,,,,,24754,4042
40260,15,t,0,Finished,0,t,17,01:25:25.554,17,44,24755,4040
40261,17,,,,,t,,,,,24755,4041
40262,16,t,0,Finished,0,t,19,01:25:26.556,6,44,24756,4040
40263,19,,,,,t,,,,,24756,4041
40264,17,t,0,Finished,0,t,20,01:25:34.301,7,44,24757,4040
40265,20,,,,,t,,,,,24757,4041
40266,18,f,10,Accident,0,t,18,,19,9,24758,4040
40267,18,,,,,t,,,,,24758,4041
40268,19,f,11,Debris,0,t,15,,18,9,24759,4040
40269,15,,,,,t,,,,,24759,4041
40270,15,,,,,t,,,,,24759,4042
40271,20,f,30,Exhaust,0,t,7,,0,0,24760,4040
40272,7,,,,,t,,,,,24760,4041
40273,7,,,,,t,,,,,24760,4042
40274,7,,,,,t,,,,,24760,4043
40275,1,t,0,Finished,25,t,10,01:47:06.056,6,53,24761,4047
40276,10,,,,,t,,,,,24761,4048
40277,10,,,,,t,,,,,24761,4049
40278,10,,,,,t,,,,,24761,4050
40279,2,t,0,Finished,18,t,3,01:47:06.471,2,53,24762,4047
40280,3,,,,,t,,,,,24762,4048
40281,3,,,,,t,,,,,24762,4049
40282,3,,,,,t,,,,,24762,4050
40283,3,t,0,Finished,15,t,8,01:47:09.414,3,53,24763,4047
40284,8,,,,,t,,,,,24763,4048
40285,8,,,,,t,,,,,24763,4049
40286,8,,,,,t,,,,,24763,4050
40287,4,t,0,Finished,12,t,6,01:47:12.056,7,53,24764,4047
40288,6,,,,,t,,,,,24764,4048
40289,6,,,,,t,,,,,24764,4049
40290,6,,,,,t,,,,,24764,4050
40291,5,t,0,Finished,10,t,2,01:47:13.164,5,53,24765,4047
40292,2,,,,,t,,,,,24765,4048
40293,2,,,,,t,,,,,24765,4049
40294,2,,,,,t,,,,,24765,4050
40295,6,t,0,Finished,8,t,7,01:47:14.447,4,53,24766,4047
40296,7,,,,,t,,,,,24766,4048
40297,7,,,,,t,,,,,24766,4049
40298,7,,,,,t,,,,,24766,4050
40299,7,t,0,Finished,7,t,1,01:47:23.301,1,53,24767,4047
40300,1,,,,,t,,,,,24767,4048
40301,1,,,,,t,,,,,24767,4049
40302,1,,,,,t,,,,,24767,4050
40303,8,t,0,Finished,4,t,12,01:47:24.747,11,53,24768,4047
40304,12,,,,,t,,,,,24768,4048
40305,12,,,,,t,,,,,24768,4049
40306,9,t,0,Finished,2,t,11,01:47:28.264,10,53,24769,4047
40307,11,,,,,t,,,,,24769,4048
40308,11,,,,,t,,,,,24769,4049
40309,10,t,0,Finished,1,t,4,01:47:29.28,8,53,24770,4047
40310,4,,,,,t,,,,,24770,4048
40311,4,,,,,t,,,,,24770,4049
40312,4,,,,,t,,,,,24770,4050
40313,11,t,0,Finished,0,t,20,01:47:38.932,16,53,24771,4047
40314,20,,,,,t,,,,,24771,4048
40315,12,t,0,Finished,0,t,16,01:47:41.22,12,53,24772,4047
40316,16,,,,,t,,,,,24772,4048
48596,2,t,,,,t,,,,,26221,4575
40317,13,t,0,Finished,0,t,14,01:47:42.368,13,53,24773,4047
40318,14,,,,,t,,,,,24773,4048
40319,14,,,,,t,,,,,24773,4049
40320,14,t,0,Finished,0,t,19,01:47:42.649,9,53,24774,4047
40321,19,,,,,t,,,,,24774,4048
40322,15,t,0,Finished,0,t,9,01:47:43.589,15,53,24775,4047
40323,9,,,,,t,,,,,24775,4048
40324,9,,,,,t,,,,,24775,4049
40325,9,,,,,t,,,,,24775,4050
40326,16,t,0,Finished,0,t,18,01:48:01.255,14,53,24776,4047
40327,18,,,,,t,,,,,24776,4048
40328,17,f,11,Power Unit,0,t,5,,17,30,24777,4047
40329,5,,,,,t,,,,,24777,4048
40330,5,,,,,t,,,,,24777,4049
40331,5,,,,,t,,,,,24777,4050
40332,18,f,10,Accident,0,t,13,,19,23,24778,4047
40333,13,,,,,t,,,,,24778,4048
40334,13,,,,,t,,,,,24778,4049
40335,19,f,11,Power Unit,0,t,15,,18,17,24779,4047
40336,15,,,,,t,,,,,24779,4048
40337,15,,,,,t,,,,,24779,4049
40338,20,f,11,Brakes,0,t,17,,20,6,24780,4047
40339,17,,,,,t,,,,,24780,4048
40340,1,t,0,Finished,26,t,1,02:19:35.06,1,59,24781,4054
40341,1,,,,,t,,,,,24781,4055
40342,1,,,,,t,,,,,24781,4056
40343,1,,,,,t,,,,,24781,4057
40344,2,t,0,Finished,18,t,2,02:19:39.94,2,59,24782,4054
40345,2,,,,,t,,,,,24782,4055
40346,2,,,,,t,,,,,24782,4056
40347,2,,,,,t,,,,,24782,4057
40348,3,t,0,Finished,15,t,4,02:19:43.124,3,59,24783,4054
40349,4,,,,,t,,,,,24783,4055
40350,4,,,,,t,,,,,24783,4056
40351,4,,,,,t,,,,,24783,4057
40352,4,t,0,Finished,12,t,8,02:19:45.477,4,59,24784,4054
40353,8,,,,,t,,,,,24784,4055
40354,8,,,,,t,,,,,24784,4056
40355,8,,,,,t,,,,,24784,4057
40356,5,t,0,Finished,10,t,7,02:19:50.71,5,59,24785,4054
40357,6,,,,,t,,,,,24785,4055
40358,6,,,,,t,,,,,24785,4056
40359,6,,,,,t,,,,,24785,4057
40360,6,t,0,Finished,8,t,11,02:19:53.943,7,59,24786,4054
40361,11,,,,,t,,,,,24786,4055
40362,11,,,,,t,,,,,24786,4056
40363,7,t,0,Finished,6,t,12,02:19:56.816,10,59,24787,4054
40364,12,,,,,t,,,,,24787,4055
40365,12,,,,,t,,,,,24787,4056
40366,8,t,0,Finished,4,t,5,02:20:03.405,9,59,24788,4054
40367,5,,,,,t,,,,,24788,4055
40368,5,,,,,t,,,,,24788,4056
40369,5,,,,,t,,,,,24788,4057
40370,9,t,0,Finished,2,t,13,02:20:04.83,6,59,24789,4054
40371,13,,,,,t,,,,,24789,4055
40372,13,,,,,t,,,,,24789,4056
40373,10,t,0,Finished,1,t,14,02:20:05.043,8,59,24790,4054
40374,14,,,,,t,,,,,24790,4055
40375,14,,,,,t,,,,,24790,4056
40376,11,t,0,Finished,0,t,18,02:20:07.464,11,59,24791,4054
40377,18,,,,,t,,,,,24791,4055
40378,12,t,0,Finished,0,t,15,02:20:17.096,13,59,24792,4054
40379,15,,,,,t,,,,,24792,4055
40380,15,,,,,t,,,,,24792,4056
40381,13,f,11,Puncture,0,t,6,,12,42,24793,4054
40382,7,,,,,t,,,,,24793,4055
40383,7,,,,,t,,,,,24793,4056
40384,7,,,,,t,,,,,24793,4057
40385,14,f,11,Brakes,0,t,10,,15,7,24794,4054
40386,10,,,,,t,,,,,24794,4055
40387,10,,,,,t,,,,,24794,4056
40388,15,f,10,Collision,0,t,19,,14,6,24795,4054
40389,19,,,,,t,,,,,24795,4055
40390,16,f,10,Collision,0,t,20,,17,5,24796,4054
40391,20,,,,,t,,,,,24796,4055
40392,17,f,10,Collision,0,t,17,,16,5,24797,4054
40393,17,,,,,t,,,,,24797,4055
40394,18,f,10,Collision,0,t,9,,18,5,24798,4054
40395,9,,,,,t,,,,,24798,4055
40396,9,,,,,t,,,,,24798,4056
40397,9,,,,,t,,,,,24798,4057
40398,19,f,10,Collision,0,t,3,,0,0,24799,4054
40399,3,,,,,t,,,,,24799,4055
40400,3,,,,,t,,,,,24799,4056
40401,3,,,,,t,,,,,24799,4057
40402,20,f,10,Collision,0,t,16,,0,0,24800,4054
40403,16,,,,,t,,,,,24800,4055
40404,1,t,0,Finished,26,t,3,01:34:00.364,1,53,24801,4061
40405,3,,,,,t,,,,,24801,4062
40406,3,,,,,t,,,,,24801,4063
40407,3,,,,,t,,,,,24801,4064
40408,2,t,0,Finished,18,t,2,01:34:08.093,3,53,24802,4061
40409,2,,,,,t,,,,,24802,4062
40410,2,,,,,t,,,,,24802,4063
40411,2,,,,,t,,,,,24802,4064
40412,3,t,0,Finished,15,t,1,01:34:23.093,7,53,24803,4061
40413,1,,,,,t,,,,,24803,4062
40414,1,,,,,t,,,,,24803,4063
40415,1,,,,,t,,,,,24803,4064
40416,4,t,0,Finished,12,t,4,01:34:30.922,8,53,24804,4061
40417,4,,,,,t,,,,,24804,4062
40418,4,,,,,t,,,,,24804,4063
40419,4,,,,,t,,,,,24804,4064
40420,5,t,0,Finished,10,t,5,01:34:52.429,6,53,24805,4061
40421,5,,,,,t,,,,,24805,4062
40422,5,,,,,t,,,,,24805,4063
40423,5,,,,,t,,,,,24805,4064
40424,6,t,0,Finished,8,t,10,01:35:02.55,11,53,24806,4061
40425,11,,,,,t,,,,,24806,4062
40426,11,,,,,t,,,,,24806,4063
40427,7,t,0,Finished,6,t,7,01:35:08.37,13,53,24807,4061
40428,7,,,,,t,,,,,24807,4062
40429,7,,,,,t,,,,,24807,4063
40430,7,,,,,t,,,,,24807,4064
40431,8,t,0,Finished,4,t,11,01:35:09.104,12,53,24808,4061
40432,12,,,,,t,,,,,24808,4062
40433,12,,,,,t,,,,,24808,4063
40434,9,t,0,Finished,2,t,9,01:35:30.13,2,53,24809,4061
40435,9,,,,,t,,,,,24809,4062
40436,9,,,,,t,,,,,24809,4063
40437,9,,,,,t,,,,,24809,4064
40438,10,t,0,Finished,1,t,15,01:35:38.224,9,53,24810,4061
40439,10,,,,,t,,,,,24810,4062
40440,10,,,,,t,,,,,24810,4063
40441,10,,,,,t,,,,,24810,4064
40442,11,t,1,+1 Lap,0,t,17,,16,52,24811,4061
40443,17,,,,,t,,,,,24811,4062
40444,12,t,1,+1 Lap,0,t,18,,17,52,24812,4061
40445,18,,,,,t,,,,,24812,4062
40446,13,t,1,+1 Lap,0,t,14,,14,52,24813,4061
40447,15,,,,,t,,,,,24813,4062
40448,15,,,,,t,,,,,24813,4063
40449,14,t,1,+1 Lap,0,t,19,,10,52,24814,4061
40450,20,,,,,t,,,,,24814,4062
40451,15,t,1,+1 Lap,0,t,8,,5,52,24815,4061
40452,8,,,,,t,,,,,24815,4062
40453,8,,,,,t,,,,,24815,4063
40454,8,,,,,t,,,,,24815,4064
40455,16,t,1,+1 Lap,0,t,20,,18,52,24816,4061
40456,19,,,,,t,,,,,24816,4062
40457,17,t,1,+1 Lap,0,t,16,,15,52,24817,4061
40458,16,,,,,t,,,,,24817,4062
40459,18,t,1,+1 Lap,0,t,13,,4,52,24818,4061
40460,14,,,,,t,,,,,24818,4062
40461,14,,,,,t,,,,,24818,4063
40462,19,f,10,Accident,0,t,6,,0,0,24819,4061
40463,6,,,,,t,,,,,24819,4062
40464,6,,,,,t,,,,,24819,4063
40465,6,,,,,t,,,,,24819,4064
40466,20,f,10,Collision,0,t,12,,0,0,24820,4061
40467,13,,,,,t,,,,,24820,4062
40468,13,,,,,t,,,,,24820,4063
40469,1,t,0,Finished,25,t,2,01:35:49.641,2,60,24821,4068
40470,2,,,,,t,,,,,24821,4069
40471,2,,,,,t,,,,,24821,4070
40472,2,,,,,t,,,,,24821,4071
40473,2,t,0,Finished,19,t,3,01:35:54.111,1,60,24822,4068
40474,3,,,,,t,,,,,24822,4069
40475,3,,,,,t,,,,,24822,4070
40476,3,,,,,t,,,,,24822,4071
40477,3,t,0,Finished,15,t,6,01:36:04.254,3,60,24823,4068
40478,6,,,,,t,,,,,24823,4069
40479,6,,,,,t,,,,,24823,4070
40480,6,,,,,t,,,,,24823,4071
40481,4,t,0,Finished,12,t,9,01:36:05.711,4,60,24824,4068
40482,9,,,,,t,,,,,24824,4069
40483,9,,,,,t,,,,,24824,4070
40484,9,,,,,t,,,,,24824,4071
40485,5,t,0,Finished,10,t,10,01:36:11.546,6,60,24825,4068
40486,10,,,,,t,,,,,24825,4069
40487,10,,,,,t,,,,,24825,4070
40488,10,,,,,t,,,,,24825,4071
40489,6,t,0,Finished,8,t,12,01:36:12.407,5,60,24826,4068
40490,12,,,,,t,,,,,24826,4069
40491,12,,,,,t,,,,,24826,4070
40492,7,t,0,Finished,6,t,4,01:36:20.455,10,60,24827,4068
40493,4,,,,,t,,,,,24827,4069
40494,4,,,,,t,,,,,24827,4070
40495,4,,,,,t,,,,,24827,4071
40496,8,t,0,Finished,4,t,20,01:36:22.237,11,60,24828,4068
40497,20,,,,,t,,,,,24828,4069
40498,9,t,0,Finished,2,t,16,01:36:28.722,14,60,24829,4068
40499,16,,,,,t,,,,,24829,4069
40500,10,t,0,Finished,1,t,14,01:36:29.676,12,60,24830,4068
40501,14,,,,,t,,,,,24830,4069
40502,14,,,,,t,,,,,24830,4070
40503,11,t,0,Finished,0,t,11,01:36:30.451,7,60,24831,4068
40504,11,,,,,t,,,,,24831,4069
40505,11,,,,,t,,,,,24831,4070
40506,12,t,0,Finished,0,t,19,01:36:31.117,9,60,24832,4068
40507,19,,,,,t,,,,,24832,4069
40508,13,t,0,Finished,0,t,15,01:36:39.226,8,60,24833,4068
40509,15,,,,,t,,,,,24833,4069
40510,15,,,,,t,,,,,24833,4070
40511,14,t,0,Finished,0,t,18,01:36:44.09,13,60,24834,4068
40512,18,,,,,t,,,,,24834,4069
40513,15,t,0,Finished,0,t,13,01:36:45.229,16,60,24835,4068
40514,13,,,,,t,,,,,24835,4069
40515,13,,,,,t,,,,,24835,4070
40824,2,,,,,t,,,,,24929,4105
40516,16,f,11,Power Unit,0,t,8,,17,42,24836,4068
40517,8,,,,,t,,,,,24836,4069
40518,8,,,,,t,,,,,24836,4070
40519,8,,,,,t,,,,,24836,4071
40520,17,f,11,Radiator,0,t,5,,18,23,24837,4068
40521,5,,,,,t,,,,,24837,4069
40522,5,,,,,t,,,,,24837,4070
40523,5,,,,,t,,,,,24837,4071
40524,18,f,11,Gearbox,0,t,7,,19,22,24838,4068
40525,7,,,,,t,,,,,24838,4069
40526,7,,,,,t,,,,,24838,4070
40527,7,,,,,t,,,,,24838,4071
40528,19,f,11,Power Unit,0,t,1,,15,18,24839,4068
40529,1,,,,,t,,,,,24839,4069
40530,1,,,,,t,,,,,24839,4070
40531,1,,,,,t,,,,,24839,4071
40532,20,f,10,Collision,0,t,17,,20,12,24840,4068
40533,17,,,,,t,,,,,24840,4069
40534,1,t,0,Finished,26,t,1,01:29:56.828,1,66,24841,4075
40535,1,,,,,t,,,,,24841,4076
40536,1,,,,,t,,,,,24841,4077
40537,1,,,,,t,,,,,24841,4078
40538,2,t,0,Finished,18,t,2,01:30:22.42,2,66,24842,4075
40539,2,,,,,t,,,,,24842,4076
40540,2,,,,,t,,,,,24842,4077
40541,2,,,,,t,,,,,24842,4078
40542,3,t,0,Finished,15,t,3,01:30:31.336,4,66,24843,4075
40543,3,,,,,t,,,,,24843,4076
40544,3,,,,,t,,,,,24843,4077
40545,3,,,,,t,,,,,24843,4078
40546,4,t,0,Finished,12,t,4,01:31:02.14,7,66,24844,4075
40547,4,,,,,t,,,,,24844,4076
40548,4,,,,,t,,,,,24844,4077
40549,4,,,,,t,,,,,24844,4078
40550,5,t,1,+1 Lap,10,t,9,,9,65,24845,4075
40551,9,,,,,t,,,,,24845,4076
40552,9,,,,,t,,,,,24845,4077
40553,9,,,,,t,,,,,24845,4078
40554,6,t,1,+1 Lap,8,t,7,,6,65,24846,4075
40555,7,,,,,t,,,,,24846,4076
40556,7,,,,,t,,,,,24846,4077
40557,7,,,,,t,,,,,24846,4078
40558,7,t,1,+1 Lap,6,t,5,,11,65,24847,4075
40559,5,,,,,t,,,,,24847,4076
40560,5,,,,,t,,,,,24847,4077
40561,5,,,,,t,,,,,24847,4078
40562,8,t,1,+1 Lap,4,t,11,,12,65,24848,4075
40563,11,,,,,t,,,,,24848,4076
40564,11,,,,,t,,,,,24848,4077
40565,9,t,1,+1 Lap,2,t,10,,14,65,24849,4075
40566,10,,,,,t,,,,,24849,4076
40567,10,,,,,t,,,,,24849,4077
40568,10,t,1,+1 Lap,1,t,15,,10,65,24850,4075
40569,15,,,,,t,,,,,24850,4076
40570,15,,,,,t,,,,,24850,4077
40571,11,t,1,+1 Lap,0,t,16,,15,65,24851,4075
40572,16,,,,,t,,,,,24851,4076
40573,12,t,1,+1 Lap,0,t,6,,5,65,24852,4075
40574,6,,,,,t,,,,,24852,4076
40575,6,,,,,t,,,,,24852,4077
40576,6,,,,,t,,,,,24852,4078
40577,13,t,1,+1 Lap,0,t,8,,3,65,24853,4075
40578,8,,,,,t,,,,,24853,4076
40579,8,,,,,t,,,,,24853,4077
40580,8,,,,,t,,,,,24853,4078
40581,14,t,1,+1 Lap,0,t,14,,13,65,24854,4075
40582,14,,,,,t,,,,,24854,4076
40583,14,,,,,t,,,,,24854,4077
40584,15,t,1,+1 Lap,0,t,17,,20,65,24855,4075
40585,17,,,,,t,,,,,24855,4076
40586,16,t,1,+1 Lap,0,t,19,,16,65,24856,4075
40587,19,,,,,t,,,,,24856,4076
40588,17,t,1,+1 Lap,0,t,18,,17,65,24857,4075
40589,18,,,,,t,,,,,24857,4076
40590,18,t,1,+2 Laps,0,t,20,,19,64,24858,4075
40591,20,,,,,t,,,,,24858,4076
40592,19,t,1,+2 Laps,0,t,13,,8,64,24859,4075
40593,13,,,,,t,,,,,24859,4076
40594,13,,,,,t,,,,,24859,4077
40595,20,f,10,Collision damage,0,t,12,,18,51,24860,4075
40596,12,,,,,t,,,,,24860,4076
40597,12,,,,,t,,,,,24860,4077
40598,1,t,0,Finished,26,t,2,01:28:32.43,1,63,24861,4082
40599,2,,,,,t,,,,,24861,4083
40600,2,,,,,t,,,,,24861,4084
40601,2,,,,,t,,,,,24861,4085
40602,2,t,0,Finished,18,t,1,01:28:38.213,2,63,24862,4082
40603,1,,,,,t,,,,,24862,4083
40604,1,,,,,t,,,,,24862,4084
40605,1,,,,,t,,,,,24862,4085
40606,3,t,0,Finished,15,t,5,01:28:46.75,4,63,24863,4082
40607,5,,,,,t,,,,,24863,4083
40608,5,,,,,t,,,,,24863,4084
40609,5,,,,,t,,,,,24863,4085
40610,4,t,0,Finished,12,t,8,01:28:47.571,6,63,24864,4082
40611,8,,,,,t,,,,,24864,4083
40612,8,,,,,t,,,,,24864,4084
40613,8,,,,,t,,,,,24864,4085
40614,5,t,0,Finished,10,t,7,01:28:51.541,12,63,24865,4082
40615,7,,,,,t,,,,,24865,4083
40616,7,,,,,t,,,,,24865,4084
40617,7,,,,,t,,,,,24865,4085
40618,6,t,0,Finished,8,t,11,01:28:52.082,9,63,24866,4082
40619,11,,,,,t,,,,,24866,4083
40620,11,,,,,t,,,,,24866,4084
40621,7,t,0,Finished,6,t,10,01:28:52.66,11,63,24867,4082
40622,10,,,,,t,,,,,24867,4083
40623,10,,,,,t,,,,,24867,4084
40624,10,,,,,t,,,,,24867,4085
40625,8,t,0,Finished,4,t,9,01:28:53.561,8,63,24868,4082
40626,9,,,,,t,,,,,24868,4083
40627,9,,,,,t,,,,,24868,4084
40628,9,,,,,t,,,,,24868,4085
40629,9,t,0,Finished,2,t,18,01:28:54.654,10,63,24869,4082
40630,18,,,,,t,,,,,24869,4083
40631,10,t,0,Finished,1,t,20,01:28:58.828,15,63,24870,4082
40632,20,,,,,t,,,,,24870,4083
40633,11,t,0,Finished,0,t,19,01:28:59.565,14,63,24871,4082
40634,19,,,,,t,,,,,24871,4083
40635,12,t,0,Finished,0,t,14,01:29:00.883,7,63,24872,4082
40636,14,,,,,t,,,,,24872,4083
40637,14,,,,,t,,,,,24872,4084
40638,13,t,0,Finished,0,t,15,01:29:01.593,13,63,24873,4082
40639,15,,,,,t,,,,,24873,4083
40640,15,,,,,t,,,,,24873,4084
40641,14,t,0,Finished,0,t,16,01:29:05.365,17,63,24874,4082
40642,16,,,,,t,,,,,24874,4083
40643,15,t,0,Finished,0,t,6,01:29:29.714,3,63,24875,4082
40644,6,,,,,t,,,,,24875,4083
40645,6,,,,,t,,,,,24875,4084
40646,6,,,,,t,,,,,24875,4085
40647,16,f,10,Accident,0,t,13,,16,51,24876,4082
40648,13,,,,,t,,,,,24876,4083
40649,13,,,,,t,,,,,24876,4084
40650,17,f,11,Puncture,0,t,3,,5,50,24877,4082
40651,3,,,,,t,,,,,24877,4083
40652,3,,,,,t,,,,,24877,4084
40653,3,,,,,t,,,,,24877,4085
40654,18,f,11,Illness,0,t,17,,18,47,24878,4082
40655,17,,,,,t,,,,,24878,4083
40656,19,f,11,Gearbox,0,t,12,,19,27,24879,4082
40657,12,,,,,t,,,,,24879,4083
40658,12,,,,,t,,,,,24879,4084
40659,20,f,11,Water pressure,0,t,4,,20,8,24880,4082
40660,4,,,,,t,,,,,24880,4083
40661,4,,,,,t,,,,,24880,4084
40662,4,,,,,t,,,,,24880,4085
40663,1,t,0,Finished,25,t,6,01:42:19.313,6,58,24881,4089
40664,6,,,,,t,,,,,24881,4090
40665,6,,,,,t,,,,,24881,4091
40666,6,,,,,t,,,,,24881,4092
40667,2,t,0,Finished,18,t,3,01:42:50.946,12,58,24882,4089
40668,3,,,,,t,,,,,24882,4090
40669,3,,,,,t,,,,,24882,4091
40670,3,,,,,t,,,,,24882,4092
40671,3,t,0,Finished,15,t,11,01:42:51.273,8,58,24883,4089
40672,12,,,,,t,,,,,24883,4090
40673,12,,,,,t,,,,,24883,4091
40674,4,t,0,Finished,12,t,12,01:42:53.171,11,58,24884,4089
40675,14,,,,,t,,,,,24884,4090
40676,14,,,,,t,,,,,24884,4091
40677,5,t,0,Finished,10,t,15,01:42:53.676,4,58,24885,4089
40678,13,,,,,t,,,,,24885,4090
40679,13,,,,,t,,,,,24885,4091
40680,6,t,0,Finished,8,t,2,01:43:04.186,3,58,24886,4089
40681,2,,,,,t,,,,,24886,4090
40682,2,,,,,t,,,,,24886,4091
40683,2,,,,,t,,,,,24886,4092
40684,7,t,0,Finished,6,t,4,01:43:05.797,5,58,24887,4089
40685,4,,,,,t,,,,,24887,4090
40686,4,,,,,t,,,,,24887,4091
40687,4,,,,,t,,,,,24887,4092
40688,8,t,0,Finished,5,t,14,01:43:20.572,1,58,24888,4089
40689,11,,,,,t,,,,,24888,4090
40690,11,,,,,t,,,,,24888,4091
40691,9,t,0,Finished,2,t,1,01:43:31.666,10,58,24889,4089
40692,1,,,,,t,,,,,24889,4090
40693,1,,,,,t,,,,,24889,4091
40694,1,,,,,t,,,,,24889,4092
40695,10,t,0,Finished,1,t,5,01:43:54.773,13,58,24890,4089
40696,5,,,,,t,,,,,24890,4090
40697,5,,,,,t,,,,,24890,4091
40698,5,,,,,t,,,,,24890,4092
40699,11,t,1,+1 Lap,0,t,7,,16,57,24891,4089
40700,7,,,,,t,,,,,24891,4090
40701,7,,,,,t,,,,,24891,4091
40702,7,,,,,t,,,,,24891,4092
40703,12,t,1,+1 Lap,0,t,16,,17,57,24892,4089
40704,17,,,,,t,,,,,24892,4090
40705,13,t,1,+1 Lap,0,t,19,,7,57,24893,4089
40706,15,,,,,t,,,,,24893,4090
40707,15,,,,,t,,,,,24893,4091
40708,14,t,1,+1 Lap,0,t,9,,2,57,24894,4089
